sentence,sentiment,sentiment_encoded
it is estimated that the consolidated turnover of kausta guder will reach lt 53mn us$ 22.53 mn eur 15.35 mn in 2007 .,neutral,1
added more $bbby @jimcramer is wrong about this one. still a very profitable merchant with profitable stores,positive,2
"rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while kauno alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral,1
"internet business news - -â® 1995-2006 m2 communications ltd as part of a drive to protect users of its internet banking service , barclays bank has announced that it is to recommend f-secure internet security to its customers .",neutral,1
halonen 's office acknowledged receiving the letter but declined comment .,neutral,1
"boomeranger boats oy specialises in boat building and designs , manufactures and sells customised rigid inflatable boats rib primarily for the baltic sea market .",neutral,1
the fair value of the company 's investment properties grew to eur 2.803 billion at the end of march 2009 from eur 2.691 million a year ago .,positive,2
"`` we reached agreement with the union that flights will continue as normal , '' finnair spokesman usko maatta said .",positive,2
$osur up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive,2
"the company had net sales of eur 10.8 million in 2008 , and today has approximately 120 employees in finland , estonia and poland .",neutral,1
"the broker highlights cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,2
the combined capital of these funds is expected to be eur 100mn-150mn .,neutral,1
"the total headcount reduction will be 50 persons , the company said .",negative,0
the aim is to develop open-source application solutions .,neutral,1
the net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative,0
"the contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral,1
retailers kingfisher and sports direct rise in britain's share index,positive,2
persimmon share price climbs on 23% rise in full-year revenue,positive,2
"to check them out or to make a bid they will be in the deka showroom , fortitude valley .",neutral,1
"the new facility , to be known as technopolis pulkovo , will introduce to the russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",neutral,1
tesco's sales pickup isn't enough,negative,0
$trip maintains neutral rating at jp morgan- pt cut $61 from $66,neutral,1
"the poorest index figure was given to finnish power company fortum , 4.5 .",negative,0
the extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (tmls)for their ore grades .,neutral,1
"` this order is included in wartsila 's order book in the second quarter , ' the company added .",neutral,1
the company also said that the deployment of the danish 4g network continues and it expects to cover 75 % of the danish population in 2011 .,neutral,1
"the disposal of autotank will also strengthen aspo 's capital structure , '' commented gustav nyberg , ceo of aspo .",positive,2
"micron technology inc #nasdaq: $mu down 2.3% today and down 8.9% since being put on ""the short"" https://t.co/eqqltfuiou",negative,0
finnish laboratory liquid handling and diagnostic test systems developer biohit oyj omx helsinki : biobv issued on tuesday 3 june a profit warning for the financial year 2008 .,neutral,1
"`` i 'm pleased to receive the nomination committee 's request and confidence , '' says jon risfelt .",positive,2
"$aapl stock climbs as barron's sees 40% upside, jim cramer's take  https://t.co/lkld9mvkbq",positive,2
"the company also said on november 16 , 2006 its real estate fund i ky signed an agreement with finnish window maker fenestra oy to build a window plant in forssa , southern finland .",positive,2
"in the third quarter , net sales increased by 12 % year-on-year to eur 159.5 million , or by 6 % at comparable currency rates growth .",positive,2
itv to pursue takeover of canada's entertainment one: bloomberg,positive,2
"cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,1
"depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,1
astrazeneca weighing up acerta bid to secure blood cancer drug,positive,2
$hrl ready to pop! http://stks.co/s0ny4,positive,2
news feedftse 100 movers: lse surges as ice says mulling offer; ashtead and barclays tank,positive,2
elcoteq se is europe 's largest contract electronics maker and has set up a unit in bangalore in association with avista advisory of mumbai .,neutral,1
"sales vat inclusive expanded by 19 percent , to 351 million euros .",positive,2
operating profit increased by 145.1 % to eur 8.3 mn from eur 3.4 mn .,positive,2
"alexandria , va. , dec. 19 -- united states patent no. 7,853,620 , issued on dec. 14 , was assigned to nokia corp. ( espoo , finland ) .",neutral,1
country : ; germany sector : construction-real estate ; machinery-engineering target : caverion gmbh buyer : yit oyj deal size in usd : 90.3 m type : corporate acquisition status : agreed,neutral,1
$amrn it's accumulating. i think buy now or hold your peace. this should go up today/tomorrow.,positive,2
operating profit rose to eur 3.11 mn from eur 1.22 mn in the corresponding period in 2009 .,positive,2
last year sysopen digia invested in ibm product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,2
"( adp news ) - feb 4 , 2009 - finnish broadband data communication systems and solutions company teleste oyj ( hel : tlt1v ) said today its net profit decreased to eur 5.5 million ( usd 7.2 m ) for 2008 from eur 9.4 million for 200",neutral,1
an earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on intellibis financial performance in 2007 .,neutral,1
"the currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,0
"only l+ã±nnen tehtaat showed a loss , but it has only recently started streamlining measures .",neutral,1
